"","title","asin","year","genre"
"473","Soul Mining","B0000025Z4",1990,"Alternative Rock"
"474","Fastway","B0000025V1",1989,"Pop"
"475","Voices Carry","B000002605",1990,"Alternative Rock"
"476","Mirror Moves","B0000025Z8",1990,"Alternative Rock"
"477","Windows &amp; Walls","B0000025XA",1990,"Folk"
"478","Strip","B0000025XT",1990,"Alternative Rock"
"479","Two Steps From The Move","B00000261U",2011,"Pop"
"480","Wheels Are Turnin","B00000261N",1990,"Pop"
"481","Make It Big","B00000261P",2002,"Alternative Rock"
"482","Chinese Wall","B000002610",1990,"Pop"
"483","Let's Hear It for the Boy","B0000025ZZ",1990,"Blues"
"484","Subject","B0000025VH",1990,"Pop"
"485","Warrior","B0000025YB",1990,"Alternative Rock"
"486","Aural Sculpture","B00000263P",1990,"Alternative Rock"
"487","Metropolis - Original Motion Picture Soundtrack","B00000260Q",2009,"Pop"
"488","Lovin Every Minute of It","B00000263H",2002,"Pop"
"489","Wings of Tomorrow","B00000264F",1990,"Pop"
"490","Lisa Lisa And Cult Jam With Full Force","B000002652",2009,"Pop"
"491","Dream Of A Lifetime","B000002638",2011,"Blues"
"492","Balance of Power","B00000264E",1990,"Pop"
"493","Music From the Edge","B00000266C",1990,"Alternative Rock"
"494","The Best Of Kansas","B0000025ZB",1988,"Pop"
"495","Welcome Home","B00000266N",1990,"Alternative Rock"
"496","Bad","B00000269M",1990,"Blues"
"497","Night I Fell in Love","B000002631",1990,"Blues"
"498","Back to Avalon","B00000268T",1990,"Pop"
"499","True Colors","B00000266K",1990,"Alternative Rock"
"500","Kings Record Shop","B0000026BA",1990,"Country"
"501","The Bridge","B00000267I",1990,"Folk"
"502","In the City of Angels","B0000026CZ",1990,"Pop"
"503","Vivid","B0000026IC",2002,"Alternative Rock"
"504","What's Bootsy Doin","B0000026IF",1989,"Blues"
"505","Up Your Alley","B0000026IJ",1990,"Pop"
"506","Any Love","B0000026KO",2009,"Pop"
"507","Everything's Different Now","B0000026HY",1990,"Alternative Rock"
"508","Viva Santana","B0000026L1",1990,"Rock"
"509","Stay With Me","B0000026LT",1989,"Blues"
"510","I'm Your Man","B0000026J6",1990,"Folk"
"511","Danger Danger","B0000026KZ",1989,"Pop"
"512","All of This &amp; Nothing","B0000026M1",1990,"Alternative Rock"
"513","The Disregard of Timekeeping","B0000026QU",2009,"Pop"
"514","Hits 1979-1989","B0000026RS",1990,"Country"
"515","Europe","B0000026SF",1990,"Pop"
"516","Garfunkel","B0000026QS",1988,"Pop"
"517","Body Talk","B0000026TQ",1989,"Jazz"
"518","Eddie Money - Greatest Hits: The Sound of Money","B0000026W6",1989,"Pop"
"519","Dangerous","B0000026WD",1991,"Blues"
"520","Trash","B0000026T4",1989,"Pop"
"521","Neck and Neck","B0000026UV",1990,"Country"
"522","Livin' Like Hustlers","B000002728",1990,"Blues"
"523","Facelift","B00000272N",1990,"Alternative Rock"
"524","Leap of Faith","B00000273U",1991,"Pop"
"525","Afterglow","B000002735",1990,"Pop"
"526","Robert Johnson: The Complete Recordings","B000002757",1990,"Blues"
"527","The Reality of My Surroundings","B00000273W",1991,"Alternative Rock"
"528","Power of Love","B0000027DL",1991,"Blues"
"529","Hey Stoopid","B0000027DJ",1991,"Pop"
"530","Antics In The Forbidden Zone","B0000027E4",2011,"Alternative Rock"
"531","What I Like About You (And Other Romantic Hits)","B0000027H0",1990,"Alternative Rock"
"532","Gonna Make You Sweat","B0000027HU",1990,"Blues"
"533","James Taylor (Live)","B0000027H5",1993,"Folk"
"534","Straight Checkn'Em","B0000027S9",1991,"Rap & Hip-Hop"
"535","Cypress Hill","B0000027RY",1991,"Blues"
"536","Come on Come on","B000002879",1992,"Country"
"537","Humans","B000002859",1992,"Alternative Rock"
"538","Hat Full of Stars","B0000028QO",1993,"Alternative Rock"
"539","Give A Monkey A Brain And He'll Swear He's The Center Of The Universe","B0000028PD",1993,"Alternative Rock"
"540","Music to Driveby","B0000028SB",1992,"Blues"
"541","Lean on Me: The Best of Bill Withers","B0000028RG",1994,"Blues"
"542","Rage Against the Machine","B0000028RR",1992,"Alternative Rock"
"543","Whaler","B0000028XW",1994,"Folk"
"544","The Future","B0000028W9",1992,"Folk"
"545","Lifestylez Ov Da Poor &amp; Dangerous","B00000294R",1995,"Blues"
"546","Black Sunday","B00000295Y",1993,"Rap & Hip-Hop"
"547","Soul Alone","B000002962",1993,"Pop"
"548","Emergency on Planet Earth","B00000295A",2005,"Alternative Rock"
"549","Rocks","B0000029AS",1993,"Pop"
"550","Get Your Wings","B0000029AN",1993,"Pop"
"551","Rock in a Hard Place","B0000029B3",1993,"Pop"
"552","Aerosmith's Greatest Hits","B0000029B0",1993,"Pop"
"553","A Star Is Born (1976 Film)","B0000029BG",1993,"Folk"
"554","Live Bootleg","B0000029AW",1993,"Pop"
"555","Grace","B0000029DD",1994,"Alternative Rock"
"556","Toys in the Attic","B0000029AP",1993,"Pop"
"557","Hummin' Comin' At Cha","B000002977",1993,"Blues"
"558","Return To Pooh Corner","B0000029FW",2009,"Pop"
"559","Aerosmith","B0000029AL",1993,"Pop"
"560","Draw the Line","B0000029AU",1993,"Pop"
"561","4 5 6","B0000029I0",1995,"Blues"
"562","We Come Strapped","B0000029GI",1994,"Blues"
"563","Keb Mo","B0000029J5",1994,"Blues"
"564","Stones in the Road","B000002A5J",1994,"Country"
"565","Quiet Riot - The Greatest Hits","B000002A4G",1996,"Pop"
"566","I Ain't Movin","B000002A5E",1994,"Blues"
"567","Kiss &amp; Say Goodbye: The Best of The Manhattans","B000002AAJ",1995,"Pop"
"568","Best of My Love: The Best of the Emotions","B000002ACB",1996,"Blues"
"569","Time Further Out","B000002AAL",1996,"Jazz"
"570","Old Friends","B000002ABF",1997,"Folk"
"571","Avalon Blues : Complete 1928 Okeh Recordings","B000002AEN",1996,"Blues"
"572","Porgy &amp; Bess","B000002AH6",1997,"Jazz"
"573","Best of John Denver Live","B000002AHQ",1997,"Folk"
"574","King of the Delta Blues","B000002AI3",1997,"Blues"
"575","Givin It Back","B000002AIB",1997,"Blues"
"576","Beyond Blue Horizon","B000002AGW",1997,"Jazz"
"577","Back Stabbers","B000002AMJ",1996,"Blues"
"578","Brother Brother Brother","B000002AI9",1997,"Blues"
"579","Raw Power","B000002AP1",1997,"Alternative Rock"
"580","Maxwell's Urban Hang Suite","B000002ASA",1996,"Pop"
"581","The Best Of MFSB:  Love Is The Message","B000002AVB",2009,"Pop"
"582","Reachin Back","B000002AXG",1995,"Blues"
"583","The Best Of Sade","B000002AV5",1994,"Pop"
"584","Rude Awakening","B000002AZP",1996,"Pop"
"585","Various Positions","B000002AZX",1995,"Folk"
"586","Songs of Love &amp; Hate","B000002AZY",1995,"Folk"
"587","Return of the Space Cowboy","B000002B0J",1995,"Alternative Rock"
"588","New Skin for the Old Ceremony","B000002AZZ",1995,"Folk"
"589","Cypress Hill 3: Temples of Boom","B000002B0S",1995,"Blues"
"590","Alice in Chains","B000002B8A",1995,"Alternative Rock"
"591","Greatest Hits, 1985-1995","B000002BA5",1995,"Pop"
"592","Very Fine Love","B000002B2N",1995,"Pop"
"593","Death Threatz","B000002B56",2009,"Pop"
"594","Don't Ask","B000002BGY",1996,"Alternative Rock"
"595","Your Secret Love","B000002BHM",1996,"Blues"
"596","Tidal","B000002BE9",1996,"Alternative Rock"
"597","The Ghost of Tom Joad","B000002BFL",1995,"Folk"
"598","Ginuwine: Bachelor","B000002BLH",1996,"Blues"
"599","Whatever and Ever Amen","B000002BOJ",1997,"Alternative Rock"
"600","Under These Rocks &amp; Stones","B000002BTF",1997,"Folk"
"601","Travelling Without Moving","B000002BSG",1997,"Alternative Rock"
"602","Songs From Northern Britain","B000002BZ6",2009,"Alternative Rock"
"603","Blood On The Dance Floor: History In The Mix","B000002BVN",1997,"Pop"
"604","Unimaginable Life","B000002BRB",1997,"Pop"
"605","Good Feeling","B000002BZD",1997,"Alternative Rock"
"606","Enjoy Incubus","B000002BSF",1997,"Alternative Rock"
"607","Time Out of Mind","B000002C2E",1997,"Folk"
"608","99.9 F&deg;","B000002G0O",1992,"Alternative Rock"
"609","The Icon Is Love","B000002G1R",1994,"Blues"
"610","Fields of Gold: The Best of Sting 1984-1994","B000002G2R",1984,"Alternative Rock"
"611","Living Under June","B000002G3A",1995,"Folk"
"612","Wave","B000002G6J",1989,"Jazz"
"613","The Velvet Underground","B000002G7G",1996,"Alternative Rock"
"614","Tuesday Night Music Club","B000002G1T",1993,"Folk"
"615","Slowhand","B000002G8H",NA,"Blues"
"616","Foundations Of Funk: A Brand New Bag: 1964-1969","B000002G77",2007,"Blues"
"617","Whipped Cream &amp; Other Delights","B000002GA9",1990,"Jazz"
"618","Worlds Away","B000002GAS",1988,"Pop"
"619","Brother to Brother","B000002GAF",1988,"Blues"
"620","Joan Armatrading","B000002GBH",1986,"Folk"
"621","Blam","B000002GAG",1996,"Blues"
"622","Caliente","B000002GC0",1987,"Jazz"
"623","Joan Baez - Greatest Hits","B000002G50",1996,"Country"
"624","Cool for Cats","B000002GBL",1995,"Alternative Rock"
"625","Right on Time","B000002GA0",1996,"Blues"
"626","Singles 45's and under","B000002GE7",2006,"Alternative Rock"
"627","The Dude","B000002GC2",1995,"Jazz"
"628","Sounds &amp; Stuff Like That","B000002GC4",1996,"Blues"
"629","Into The Fire","B000002GDL",2007,"Pop"
"630","Night &amp; Day","B000002GE1",1989,"Alternative Rock"
"631","Mona Bone Jakon","B000002GAC",1990,"Folk"
"632","Tour De Force","B000002GDF",2003,"Pop"
"633","Light Up the Night","B000002GF0",2005,"Pop"
"634","Get Here","B000002GHS",1990,"Folk"
"635","Body &amp; Soul","B000002GCW",1990,"Alternative Rock"
"636","Teaser and the Firecat","B000002GFW",1994,"Folk"
"637","Tea for the Tillerman","B000002GFU",1990,"Folk"
"638","Blaze of Glory","B000002GIG",1993,"Alternative Rock"
"639","Lovelines","B000002GFQ",1989,"Pop"
"640","Reckless","B000002GGU",1985,"Pop"
"641","Rise","B000002GCP",1990,"Jazz"
"642","Solitude Standing","B000002GHB",1989,"Alternative Rock"
"643","Live Live Live","B000002GLI",1994,"Pop"
"644","Finally-Ce Ce Peniston","B000002GK7",1992,"Blues"
"645","Badmotorfinger","B000002GK1",1991,"Alternative Rock"
"646","To Our Children's Children's Children","B000002GQI",NA,"Pop"
"647","Every Good Boy Deserves Favour","B000002GQK",NA,"Pop"
"648","Unplugged","B000002GOZ",1997,"Pop"
"649","Rockin the Fillmore","B000002GKT",1990,"Pop"
"650","On the Border","B000002GXO",1990,"Other"
"651","Days of Future Passed","B000002GQE",1997,"Pop"
"652","Verities &amp; Balderdash","B000002GXQ",1990,"Folk"
"653","Desperado","B000002GYW",1989,"Other"
"654","Shake It Up","B000002GXD",1983,"Alternative Rock"
"655","Don Juans Reckless Daughter","B000002GXG",1990,"Folk"
"656","Hold Out","B000002GX2",1990,"Folk"
"657","Butterfield Blues Band","B000002GZ1",2009,"Blues"
"658","For the Roses","B000002GYQ",1987,"Country"
"659","Eagles","B000002GYN",1990,"Country"
"660","Jackson Browne (Saturate Before Using)","B000002GYL",1990,"Folk"
"661","Their Greatest Hits 1971-1975","B000002GVS",1990,"Rock"
"662","Come Morning","B000002GXC",1990,"Jazz"
"663","Greatest Hits 2","B000002H1C",1990,"Rock"
"664","Late for the Sky","B000002GXU",1990,"Folk"
"665","On the Threshold of a Dream","B000002GQH",1997,"Pop"
"666","Lawyers in Love","B000002H1H",1990,"Folk"
"667","The Long Run","B000002GWZ",1983,"Pop"
"668","Heart in Motion","B000002GJB",1991,"Pop"
"669","Lives in the Balance","B000002H3D",1990,"Folk"
"670","Panorama","B000002GX3",1990,"Alternative Rock"
"671","Heartbeat City","B000002H1T",1984,"Alternative Rock"
"672","First And Last And Always","B000002H2J",1990,"Alternative Rock"
"673","One of These Nights","B000002GXX",1990,"Other"
"674","Court and Spark","B000002GXL",1994,"Folk"
"675","Pretender","B000002GVW",1990,"Folk"
"676","World in Motion","B000002H6S",1989,"Folk"
"677","Crossroads","B000002H7I",1989,"Alternative Rock"
"678","Mecca &amp; The Soul Brother","B000002H84",1992,"Blues"
"679","Floodland","B000002H58",2010,"Alternative Rock"
"680","Future Without a Past","B000002H8I",1991,"Blues"
"681","Pod","B000002HB0",1992,"Alternative Rock"
"682","Wish","B000002HAJ",1992,"Alternative Rock"
"683","Doolittle","B000002H72",1990,"Alternative Rock"
"684","World Clique","B000002H8B",1990,"Pop"
"685","Come On Pilgrim","B000002HAH",1992,"Alternative Rock"
"686","Matters of the Heart","B000002H9V",1992,"Folk"
"687","Take a Look","B000002HCV",1993,"Blues"
"688","Skin","B000002HAR",2009,"Rock"
"689","Experience","B000002HBA",1992,"Pop"
"690","Vision Thing","B000002H8P",2012,"Alternative Rock"
"691","Frank Black","B000002HCM",1993,"Alternative Rock"
"692","Teenager of the Year","B000002HF0",1994,"Alternative Rock"
"693","Last Splash","B000002HDG",1993,"Alternative Rock"
"694","This Perfect World","B000002HFN",2011,"Alternative Rock"
"695","Everything Is Wrong","B000002HGD",1995,"Alternative Rock"
"696","Infinity Within","B000002HAL",2011,"Pop"
"697","Dewdrops in the Garden","B000002HDL",1994,"Pop"
"698","Do You Wanna Ride?","B000002HHP",2012,"Blues"
"699","New Beginning","B000002HKC",1995,"Folk"
"700","12 Golden Country Greats","B000002HM0",1996,"Alternative Rock"
"701","Emperor Tomato Ketchup","B000002HK2",1996,"Alternative Rock"
"702","Presents Author Unknown","B000002HN0",2013,"Alternative Rock"
"703","Silk","B000002HKA",2012,"Pop"
"704","Looking East","B000002HKU",1996,"Folk"
"705","High/Low","B000002HM6",1996,"Alternative Rock"
"706","Levert Sweat Gill","B000002HRC",1997,"Blues"
"707","Buffalo Springfield","B000002HQD",1997,"Country"
"708","Dots &amp; Loops","B000002HQ3",1997,"Alternative Rock"
"709","Next Voice You Hear: The Best of Jackson Browne","B000002HQY",1997,"Folk"
"710","True Stories &amp; Other Dreams","B000002I2W",1990,"Folk"
"711","The Genius of Ray Charles","B000002I4U",1990,"Blues"
"712","Heads &amp; Tales","B000002I2R",1990,"Folk"
"713","Chapter Two","B000002I60",1992,"Blues"
"714","Free Jazz","B000002I55",1990,"Jazz"
"715","Abandoned Luncheonette","B000002I95",1990,"Folk"
"716","Push Push (featuring Duane Allman)","B000002I3M",2012,"Jazz"
"717","Face Value","B000002I8D",1989,"Pop"
"718","Peter Gabriel","B000002I9H",1990,"Pop"
"719","Hello I Must Be Going","B000002IG4",1983,"Pop"
"720","Vocalese","B000002II2",1985,"Jazz"
"721","The Dock of the Bay","B000002IH5",1991,"Blues"
"722","No Jacket Required","B000002IHQ",1989,"Pop"
"723","Otis Blue","B000002IHD",1991,"Blues"
"724","Pain In My Heart","B000002IH3",1991,"Pop"
"725","Pithecanthropus Erectus","B000002I7U",1990,"Jazz"
"726","30 Greatest Hits - Aretha Franklin (2 Discs)","B000002IJG",2006,"Blues"
"727","C'Est Chic","B000002IIQ",1992,"Pop"
"728","Change of the Century","B000002IIL",1992,"Jazz"
"729","Immortal Otis Redding","B000002IH8",1991,"Blues"
"730","Presto","B000002IOW",1989,"Pop"
"731","The Drifters - All-Time Greatest Hits &amp; More: 1959-1965","B000002INL",2012,"Pop"
"732","Born to Sing","B000002IPC",1990,"Blues"
"733","But Seriously","B000002IP1",1989,"Pop"
"734","Beaches: Original Soundtrack Recording","B000002INP",1990,"Other"
"735","Attitude","B000002IOT",1989,"Blues"
"736","King &amp; Queen","B000002IR9",1991,"Pop"
"737","Serious Hits Live","B000002IQ9",1990,"Pop"
"738","Roll the Bones","B000002IRM",1991,"Pop"
"739","Crucify","B000002ITU",2012,"Alternative Rock"
"740","Little Earthquakes","B000002IT2",1992,"Alternative Rock"
"741","Green Onions","B000002IR7",1991,"Blues"
"742","Marc Cohn","B000002IQI",1991,"Folk"
"743","The Birth Of Soul : The Complete Atlantic Rhythm &amp; Blues Recordings, 1952-1959","B000002IRW",1991,"Blues"
"744","All-4-One","B000002IYI",1994,"Blues"
"745","Under the Pink","B000002IXU",1994,"Alternative Rock"
"746","Stranger Than Fiction","B000002J11",1994,"Alternative Rock"
"747","Both Sides","B000002IXB",1993,"Pop"
"748","Houdini","B000002IWU",1993,"Alternative Rock"
"749","Counterparts","B000002IWQ",1993,"Pop"
"750","Stoner Witch","B000002J2Z",1994,"Alternative Rock"
"751","Pieces of You","B000002J2S",1995,"Alternative Rock"
"752","Now in a Minute","B000002J4R",1996,"Folk"
"753","Duncan Sheik","B000002J90",1996,"Alternative Rock"
"754","Killing Me Softly","B000002J5U",2009,"Rap & Hip-Hop"
"755","First Take","B000002J5S",1995,"Blues"
"756","Boys for Pele","B000002J88",1996,"Alternative Rock"
"757","Dance Into the Light","B000002JB3",1996,"Pop"
"758","Test for Echo","B000002JAI",1996,"Pop"
"759","Hey Jupiter","B000002JBB",2013,"Alternative Rock"
"760","Stag","B000002J8Y",1996,"Alternative Rock"
"761","Avant-Garde","B000002JJU",1990,"Jazz"
"762","Last Time Around","B000002JKX",1992,"Country"
"763","Live in Europe","B000002JKY",1991,"Blues"
"764","Straight Up Sewaside","B000002JQR",1993,"Rap & Hip-Hop"
"765","No One Can Do It Better","B000002JN4",1989,"Rap & Hip-Hop"
"766","Michel'Le","B000002JN6",1989,"Rap & Hip-Hop"
"767","Conspiracy (PA)","B000002JV1",2009,"Rap & Hip-Hop"
"768","The Otis Redding Dictionary Of Soul : Complete &amp; Unbelievable","B000002JO2",1991,"Blues"
"769","Roots","B000002KAP",1995,"Country"
"770","Francis Albert Sinatra &amp; Antonio Carlos Jobim","B000002K9P",2000,"Jazz"
"771","Love It to Death","B000002KBB",1989,"Pop"
"772","Sundown","B000002KC2",1987,"Folk"
"773","Pieces of the Sky","B000002KDB",1990,"Country"
"774","Paradise &amp; Lunch","B000002KC4",1987,"Blues"
"775","Chicken Skin Music","B000002KCO",1990,"Blues"
"776","In Rock","B000002KBA",1990,"Pop"
"777","Good Old Boys","B000002KC5",1990,"Alternative Rock"
"778","Need of Love","B000002KBR",1997,"Blues"
"779","Earth Wind &amp; Fire","B000002KBK",2015,"Blues"
"780","School's Out","B000002KE5",1988,"Pop"
"781","Into the Purple Valley","B000002KBW",1990,"Blues"
"782","Bump City","B000002KE4",1993,"Blues"
"783","Who Do We Think We Are","B000002KEI",1989,"Pop"
"784","Fireball","B000002KDQ",1990,"Pop"
"785","Tower of Power","B000002KEJ",1989,"Blues"
"786","Very Best of","B000002KA5",1988,"Country"
"787","Fleetwood Mac","B000002KD5",1990,"Pop"
"788","Machine Head","B000002KHB",1989,"Pop"
"789","Back to Oakland","B000002KF2",1988,"Blues"
"790","Seals &amp; Crofts: Greatest Hits","B000002KHQ",1989,"Folk"
"791","In Full Bloom","B000002KH1",1996,"Blues"
"792","Made in Japan","B000002KEV",1989,"Pop"
"793","Billion Dollar Babies","B000002KEN",1989,"Pop"
"794","We've Got a Live One Here","B000002KGE",1996,"Country"
"795","Chaka","B000002KJ4",1997,"Pop"
"796","Summer Breeze","B000002KE7",1995,"Folk"
"797","Gorilla","B000002KFT",1989,"Folk"
"798","Van Halen","B000002KH3",1989,"Pop"
"799","Dream Weaver","B000002KFV",1990,"Pop"
"800","Thanks I'll Eat It Here","B000002KIP",1993,"Folk"
"801","Tiger in the Rain","B000002KK1",1990,"Jazz"
"802","Livin' Inside Your Love","B000002KJY",1989,"Jazz"
"803","Dixie Chicken","B000002KEP",1989,"Pop"
"804","Freedom of Choice","B000002KLC",1990,"Alternative Rock"
"805","B-52's","B000002KKD",1989,"Alternative Rock"
"806","Pirates","B000002KL7",1990,"Folk"
"807","Christopher Cross","B000002KKX",1987,"Pop"
"808","Prince","B000002KKN",2008,"Pop"
"809","Big Science","B000002KNM",1990,"Alternative Rock"
"810","Wild Planet","B000002KLM",1990,"Alternative Rock"
"811","Fleetwood Mac: Live","B000002KLZ",1990,"Pop"
"812","Urban Renewal","B000002KFN",1993,"Blues"
"813","Rickie Lee Jones","B000002KK2",1989,"Folk"
"814","Marshall Crenshaw","B000002KNL",2011,"Alternative Rock"
"815","The George Benson Collection","B000002KMI",1990,"Jazz"
"816","Diver Down","B000002KNO",1990,"Pop"
"817","Q: Are We Not Men","B000002KJ1",1989,"Alternative Rock"
"818","Beautiful Vision","B000002KNG",1989,"Blues"
"819","Pretenders 2","B000002KME",1990,"Alternative Rock"
"820","Crocodiles","B000002KO5",1990,"Alternative Rock"
"821","Ladies of the Canyon","B000002KOQ",1989,"Country"
"822","Tom Tom Club","B000002KN3",1987,"Alternative Rock"
"823","Zapp","B000002KLL",2013,"Pop"
"824","Pretenders","B000002KO1",1990,"Alternative Rock"
"825","One Trick Pony","B000002KLN",1990,"Folk"
"826","Another Page","B000002KYO",1987,"Folk"
"827","What Time Is It","B000002KXX",1987,"Blues"
"828","Jarreau","B000002KYU",1990,"Jazz"
"829","Alice's Restaurant","B000002KOA",1989,"Country"
"830","Upstairs at Erics","B000002KYC",1990,"Alternative Rock"
"831","Mirage","B000002KXO",1990,"Pop"
"832","If You Could Read My Mind","B000002KOS",1990,"Folk"
"833","Whammy","B000002KYY",1990,"Alternative Rock"
"834","Learning to Crawl","B000002KZQ",1990,"Alternative Rock"
"835","1984","B000002KZR",1990,"Pop"
"836","Boingo","B000002L22",1994,"Alternative Rock"
