"","title","asin","genre","year","price","recommendation","sim"
"258","Personal Best: The Harry Nilsson Anthology","B000002WPP","Folk",1995,16.47,"Flash Harry",0.782405614948465
"259","Flash Harry","B000IG63CK","Folk",1980,9.49,"Personal Best: The Harry Nilsson Anthology",0.782405614948465
"260","Too Low for Zero","B000009EJU","Folk",2001,19.52,"Songs from the West Coast",0.782131155213268
"261","Songs from the West Coast","B00005NZDW","Folk",2001,8.85,"Too Low for Zero",0.782131155213268
"262","This Way","B00005QDVS","Alternative Rock",2001,11.22,"0304",0.782104400918793
"263","0304","B00008OWZE","Alternative Rock",2003,4.57,"This Way",0.782104400918793
"264","The Rising","B000069HKH","Folk",2002,8.73,"The Essential Bruce Springsteen",0.782046994763079
"265","The Essential Bruce Springsteen","B0000E1ALR","Folk",2003,11.88,"The Rising",0.782046994763079
"266","Hits","B00000D9TQ","Pop",1998,8.4,"Hello I Must Be Going",0.782037935545701
"267","Hello I Must Be Going","B000002IG4","Pop",1983,11.55,"Hits",0.782037935545701
"268","Made to Love Magic","B0001XLVMW","Folk",2004,13.81,"Five Leaves Left",0.781795923786535
"269","Five Leaves Left","B00000064E","Country",1992,9.9,"Made to Love Magic",0.781795923786535
"270","Silk Degrees","B000002564","Pop",1990,19.99,"BOZ SCAGGS HITS",0.781562356560608
"271","BOZ SCAGGS HITS","B000GG4XHY","Pop",2006,4.99,"Silk Degrees",0.781562356560608
"272","Supposed Former Infatuation Junkie","B00000DGUG","Alternative Rock",1998,6.99,"Collection",0.781397336945914
"273","Collection","B000B8QF00","Alternative Rock",2005,9.81,"Supposed Former Infatuation Junkie",0.781397336945914
"274","Somebody's Miracle","B000AV2G2O","Alternative Rock",2005,14.49,"Exile in Guyville",0.781200595522173
"275","Exile in Guyville","B0000036RP","Alternative Rock",1993,9.49,"Somebody's Miracle",0.781200595522173
"276","Songs from the West Coast","B00005NZDW","Folk",2001,8.85,"Sleeping With the Past",0.781169455714829
"277","Sleeping With the Past","B0000089FT","Pop",2001,13.82,"Songs from the West Coast",0.781169455714829
"278","We Come Strapped","B0000029GI","Blues",1994,11.64,"Death Threatz",0.780001602555818
"279","Death Threatz","B000002B56","Pop",2009,11.98,"We Come Strapped",0.780001602555818
"280","No Jacket Required","B000002IHQ","Pop",1989,5,"Hits",0.779785160689174
"281","Hits","B00000D9TQ","Pop",1998,8.4,"No Jacket Required",0.779785160689174
"282","The Breakthrough","B000BNTM32","Pop",2005,11.98,"Mary",0.778974583919605
"283","Mary","B00000JWQH","Rap & Hip-Hop",1999,6.12,"The Breakthrough",0.778974583919605
"284","Very Fine Love","B000002B2N","Pop",1995,9.99,"Dusty in Memphis",0.778747845251391
"285","Dusty in Memphis","B0000032UK","Pop",1992,10.49,"Very Fine Love",0.778747845251391
"286","Two Highways","B0000002J9","Country",1990,11.88,"Now That I've Found You: Collection",0.778588419766312
"287","Now That I've Found You: Collection","B0000002ME","Country",1995,8.94,"Two Highways",0.778588419766312
"288","Portrait of a Legend 1951-1964","B00009N1ZV","Pop",2016,10.19,"Night Beat",0.77827670148187
"289","Night Beat","B000003BCX","Blues",1995,14.99,"Portrait of a Legend 1951-1964",0.77827670148187
"290","Rocky Mountain Collection","B000006LEV","Folk",1996,16.99,"John Denver's Greatest Hits",0.77823009413984
"291","John Denver's Greatest Hits","B000002W0Z","Country",1990,6.19,"Rocky Mountain Collection",0.77823009413984
"292","The Spirit Room","B00005M987","Alternative Rock",2001,6.69,"Hotel Paper",0.778057036073803
"293","Hotel Paper","B00009LI14","Alternative Rock",2003,7.79,"The Spirit Room",0.778057036073803
"294","Made In England","B000001EDN","Pop",1995,14.53,"Elton John - Greatest Hits 1970-2002",0.777947891980493
"295","Elton John - Greatest Hits 1970-2002","B00006RAKP","Pop",2002,13.88,"Made In England",0.777947891980493
"296","Time Out of Mind","B000002C2E","Folk",1997,8.29,"Blood on the Tracks",0.777584094678319
"297","Blood on the Tracks","B00000253N","Folk",1990,6.67,"Time Out of Mind",0.777584094678319
"298","Songs of Leonard Cohen","B0000024TT","Folk",1989,16.93,"Dear Heather",0.777217926788957
"299","Dear Heather","B0002MPTDO","Folk",2004,9.56,"Songs of Leonard Cohen",0.777217926788957
"300","Make Him Do Right","B000002MMJ","Blues",2013,13.41,"Karyn White",0.777087731233129
"301","Karyn White","B000002LCQ","Pop",1990,9.21,"Make Him Do Right",0.777087731233129
"302","Pink Moon","B00000064G","Folk",1992,29.99,"Made to Love Magic",0.776914723069387
"303","Made to Love Magic","B0001XLVMW","Folk",2004,13.81,"Pink Moon",0.776914723069387
"304","The Future","B0000028W9","Folk",1992,7.22,"Ten New Songs",0.77691272858646
"305","The Future","B000002OF7","Blues",1990,7.35,"Ten New Songs",0.77691272858646
"306","Ten New Songs","B00005NUXS","Folk",2001,8.99,"The Future",0.77691272858646
"307","Soul on Ice","B000003AB1","Blues",1996,12.49,"Rasassination",0.776140092637572
"308","Rasassination","B00000AGMC","Rap & Hip-Hop",1998,29.99,"Soul on Ice",0.776140092637572
"309","But Seriously","B000002IP1","Pop",1989,9.45,"Both Sides",0.775637959723147
"310","Both Sides","B000002IXB","Pop",1993,9.49,"But Seriously",0.775637959723147
"311","If I Could Turn Back Time: Cher's Greatest Hits","B00000I8KE","Pop",1999,7.07,"Heart of Stone",0.775563537078989
"312","Heart of Stone","B000000ORH","Pop",1989,5,"If I Could Turn Back Time: Cher's Greatest Hits",0.775563537078989
"313","So Red the Rose","B000007O5J","Alternative Rock",1991,10.5,"Astronaut",0.775445326035515
"314","Astronaut","B0002X591A","Alternative Rock",2004,4.49,"So Red the Rose",0.775445326035515
"315","One of These Nights","B000002GXX","Other",1990,11.26,"Eagles : The Very Best Of 2CD",0.775296486506959
"316","Dance Into the Light","B000002JB3","Pop",1996,6.71,"Both Sides",0.775234738847717
"317","Both Sides","B000002IXB","Pop",1993,9.49,"Dance Into the Light",0.775234738847717
"318","Jimi Hendrix: Live At Berkeley","B0000C9ZSV","Blues",2010,9.99,"Are You Experienced",0.774717675440759
"319","Are You Experienced","B000002OPL","Blues",1993,12.07,"Jimi Hendrix: Live At Berkeley",0.774717675440759
"320","Hello I Must Be Going","B000002IG4","Pop",1983,11.55,"Face Value",0.774475450271611
"321","Face Value","B000002I8D","Pop",1989,5,"Hello I Must Be Going",0.774475450271611
"322","Little Earthquakes","B000002IT2","Alternative Rock",1992,9.91,"Tales of a Librarian: A Tori Amos Collection Bonus DVD",0.774458664913938
"323","Midnight Special","B000005HC8","Blues",1990,17.62,"Back at the Chicken Shack",0.773857044925524
"324","Back at the Chicken Shack","B000005H4M","Blues",1990,13.7,"Midnight Special",0.773857044925524
"325","The Future","B0000028W9","Folk",1992,7.22,"Songs of Leonard Cohen",0.773798956326486
"326","The Future","B000002OF7","Blues",1990,7.35,"Songs of Leonard Cohen",0.773798956326486
"327","Songs of Leonard Cohen","B0000024TT","Folk",1989,16.93,"The Future",0.773798956326486
"328","The Best of Leonard Cohen","B00000256G","Folk",1988,7.54,"Ten New Songs",0.773751759770311
"329","Ten New Songs","B00005NUXS","Folk",2001,8.99,"The Best of Leonard Cohen",0.773751759770311
"330","Mirrorball","B00000IOSU","Alternative Rock",1999,9.99,"Fumbling Towards Ecstasy",0.773661173781606
"331","Fumbling Towards Ecstasy","B000002VN7","Alternative Rock",1994,24.18,"Mirrorball",0.773661173781606
"332","Comin' From Where I'm From","B0000AGWFA","Blues",2003,7,"Ain't Nobody Worryin'",0.773594109953745
"333","Ain't Nobody Worryin'","B000BR3464","Pop",2005,12.99,"Comin' From Where I'm From",0.773594109953745
"334","Harry Nilsson - Greatest Hits","B0000631E5","Folk",2002,7.29,"Harry Nilsson - All-Time Greatest Hits",0.773555149757162
"335","Harry Nilsson - All-Time Greatest Hits","B000002WD4","Folk",1990,26.87,"Harry Nilsson - Greatest Hits",0.773555149757162
"336","Ultimate Manilow","B00005USBH","Pop",2009,9.98,"Even Now",0.773412043218601
"337","Even Now","B000002VSH","Pop",1996,9.68,"Ultimate Manilow",0.773412043218601
"338","No Jacket Required","B000002IHQ","Pop",1989,5,"But Seriously",0.773203249051824
"339","But Seriously","B000002IP1","Pop",1989,9.45,"No Jacket Required",0.773203249051824
"340","Songs from the West Coast","B00005NZDW","Folk",2001,8.85,"Rare Masters",0.773042876397206
"341","Rare Masters","B000001DXH","Folk",1992,27.52,"Songs from the West Coast",0.773042876397206
"342","Mirage","B000002KXO","Pop",1990,10.99,"Fleetwood Mac",0.772858488070947
"343","Fleetwood Mac","B000002KD5","Pop",1990,7.99,"Mirage",0.772858488070947
"344","Tha Carter 2","B000BLI4UG","Rap & Hip-Hop",2005,10.89,"Tha Carter",0.772588083431218
"345","Tha Carter","B00027JYPI","Rap & Hip-Hop",2004,5,"Tha Carter 2",0.772588083431218
"346","Olatunji Concert: The Last Live Recording","B00005MAWI","Jazz",2001,9.49,"Live at Village Vanguard Again",0.772408527255552
"347","Live at Village Vanguard Again","B000003N94","Jazz",1997,16.82,"Olatunji Concert: The Last Live Recording",0.772408527255552
"348","The Captain and the Kid","B000H7JDVI","Folk",2006,11.97,"Songs from the West Coast",0.772367515112335
"349","Songs from the West Coast","B00005NZDW","Folk",2001,8.85,"The Captain and the Kid",0.772367515112335
"350","Carpenters","B00000G3WW","Pop",1998,11.18,"Carpenters Gold CD [2 Discs]",0.772237877480041
"351","The Breakthrough","B000BNTM32","Pop",2005,11.98,"Reflections - A Retrospective",0.772200931340537
"352","Reflections - A Retrospective","B000JU8HHE","Pop",2006,19.52,"The Breakthrough",0.772200931340537
"353","Made In England","B000001EDN","Pop",1995,14.53,"Captain Fantastic and the Brown Dirt Cowboy",0.771747629078803
"354","Captain Fantastic and the Brown Dirt Cowboy","B000001EGA","Folk",1996,4.99,"Made In England",0.771747629078803
"355","White Blood Cells","B00005K9KP","Alternative Rock",2001,9.49,"Elephant",0.771439354486304
"356","Elephant","B00008J4P5","Alternative Rock",2008,7.68,"White Blood Cells",0.771439354486304
"357","Lovelines","B000002GFQ","Pop",1989,5.99,"Carpenters Gold CD [2 Discs]",0.771098920249838
"358","Californication","B00000J7JO","Alternative Rock",1999,6.88,"By the Way",0.771023537633324
"359","By the Way","B000067CPX","Alternative Rock",2010,9.7,"Californication",0.771023537633324
"360","Hip Hop Is Dead","B000JVSZIY","Rap & Hip-Hop",2006,6.88,"God's Son Clean",0.771009386416328
"361","The Big Picture","B000001EXB","Folk",1997,6.56,"Songs from the West Coast",0.770889930555215
"362","Songs from the West Coast","B00005NZDW","Folk",2001,8.85,"The Big Picture",0.770889930555215
"363","Elton John's Greatest Hits, Volume 2","B000001DVR","Folk",1992,9.99,"Elton John - Greatest Hits",0.770574223869262
"364","Elton John - Greatest Hits","B000001DVP","Folk",1992,7.08,"Elton John's Greatest Hits, Volume 2",0.770574223869262
"365","Made In England","B000001EDN","Pop",1995,14.53,"Elton John",0.770549331639037
"366","Elton John","B000001EG6","Folk",1996,7.98,"Made In England",0.770549331639037
"367","Hits","B00000D9TQ","Pop",1998,8.4,"But Seriously",0.770491090092302
"368","But Seriously","B000002IP1","Pop",1989,9.45,"Hits",0.770491090092302
"369","To Venus &amp; Back","B00001IVJS","Alternative Rock",1999,9.49,"Tales of a Librarian: A Tori Amos Collection Bonus DVD",0.770110253998709
"370","The Very Best of Otis Redding","B0000032XY","Blues",1992,7,"The Dock of the Bay",0.770031509860121
"371","The Dock of the Bay","B000002IH5","Blues",1991,5.85,"The Very Best of Otis Redding",0.770031509860121
"372","So Damn Happy","B0000BXMZX","Blues",2003,12.99,"Rose Is Still a Rose",0.770021284276146
"373","Rose Is Still a Rose","B000002VTV","Pop",1998,9.99,"So Damn Happy",0.770021284276146
"374","So Long So Wrong","B0000002O5","Country",1998,13.31,"Now That I've Found You: Collection",0.769756818949161
"375","Now That I've Found You: Collection","B0000002ME","Country",1995,8.94,"So Long So Wrong",0.769756818949161
"376","Poems Prayers &amp; Promises","B000002W7R","Folk",1990,9.99,"John Denver's Greatest Hits",0.769297760991608
"377","John Denver's Greatest Hits","B000002W0Z","Country",1990,6.19,"Poems Prayers &amp; Promises",0.769297760991608
"378","Elton John - Greatest Hits 1970-2002","B00006RAKP","Pop",2002,13.88,"Captain Fantastic and the Brown Dirt Cowboy",0.769170276689506
"379","Captain Fantastic and the Brown Dirt Cowboy","B000001EGA","Folk",1996,4.99,"Elton John - Greatest Hits 1970-2002",0.769170276689506
"380","Made In England","B000001EDN","Pop",1995,14.53,"Elton John - Greatest Hits",0.768795205429695
"381","Elton John - Greatest Hits","B000001DVP","Folk",1992,7.08,"Made In England",0.768795205429695
"382","Stephen Malkmus","B000056NZV","Alternative Rock",2001,10.73,"Face the Truth",0.768753343814081
"383","Face the Truth","B0008FPIPY","Alternative Rock",2005,10.99,"Stephen Malkmus",0.768753343814081
"384","From the Choirgirl Hotel","B0000062S6","Alternative Rock",1998,9.29,"Tales of a Librarian: A Tori Amos Collection Bonus DVD",0.768711959148996
"385","Solace","B000002VLB","Alternative Rock",1992,11.32,"Mirrorball",0.768416748581219
"386","Mirrorball","B00000IOSU","Alternative Rock",1999,9.99,"Solace",0.768416748581219
"387","Made to Love Magic","B0001XLVMW","Folk",2004,13.81,"Bryter Layter",0.767970957657915
"388","Bryter Layter","B00000064F","Folk",1992,8.99,"Made to Love Magic",0.767970957657915
"389","Loyal to the Game","B0006IGGLS","Pop",2004,9.68,"2Pac Greatest Hits",0.767408545469203
"390","2Pac Greatest Hits","B00000FCBH","Pop",1998,21.79,"Loyal to the Game",0.767408545469203
"391","Rare Masters","B000001DXH","Folk",1992,27.52,"Elton John - Greatest Hits 1970-2002",0.767361966297206
"392","Elton John - Greatest Hits 1970-2002","B00006RAKP","Pop",2002,13.88,"Rare Masters",0.767361966297206
"393","Havana Daydreamin","B000002PBZ","Country",1987,7.22,"A1a",0.767039451007887
"394","A1a","B000002NYW","Country",1988,16.97,"Havana Daydreamin",0.767039451007887
"395","Streetlife Serenade","B000002539","Folk",1990,9.99,"Songs in the Attic",0.766909882504106
"396","Songs in the Attic","B0000025NU","Folk",1989,4.51,"Streetlife Serenade",0.766909882504106
"397","Rufus","B000002OLW","Pop",1992,8.99,"Ask Rufus",0.76681629969242
"398","Ask Rufus","B000002OIQ","Pop",1992,7.98,"Rufus",0.76681629969242
"399","Why Should the Fire Die","B0009ML2BU","Folk",2005,11.88,"Nickel Creek",0.766769680923761
"400","Nickel Creek","B00004NK9T","Country",2000,7,"Why Should the Fire Die",0.766769680923761
"401","To Venus &amp; Back","B00001IVJS","Alternative Rock",1999,9.49,"From the Choirgirl Hotel",0.766620969834312
"402","From the Choirgirl Hotel","B0000062S6","Alternative Rock",1998,9.29,"To Venus &amp; Back",0.766620969834312
"403","Elton John - Greatest Hits","B000001DVP","Folk",1992,7.08,"11-17-70",0.766410563337149
"404","11-17-70","B000001EGI","Folk",1996,9.94,"Elton John - Greatest Hits",0.766410563337149
"405","Muddy Waters","B0000024LN","Rap & Hip-Hop",1996,11.04,"Malpractice",0.766362302483069
"406","Malpractice","B000059Q4I","Rap & Hip-Hop",2001,7.88,"Muddy Waters",0.766362302483069
"407","Toys in the Attic","B0000029AP","Pop",1993,9.38,"Rocks",0.766272315272124
"408","Rocks","B0000029AS","Pop",1993,7.98,"Toys in the Attic",0.766272315272124
"409","Not a Pretty Girl","B0000058MQ","Alternative Rock",2017,11.33,"Little Plastic Castle",0.766162114608481
"410","Little Plastic Castle","B0000058MY","Alternative Rock",2017,15.94,"Not a Pretty Girl",0.766162114608481
"411","Tevin Campbell","B00000I3ZO","Blues",1999,9.49,"Tevin",0.766125090686577
"412","Tevin","B000002LM3","Pop",1991,10.7,"Tevin Campbell",0.766125090686577
"413","Predator","B000003B8F","Rap & Hip-Hop",1992,17.85,"Amerikkkas Most Wanted",0.766039658658493
"414","Amerikkkas Most Wanted","B000003B6X","Rap & Hip-Hop",1990,14.98,"Predator",0.766039658658493
"415","Amerikkkas Most Wanted","B00008BL44","Rap & Hip-Hop",2015,12.43,"Predator",0.766039658658493
"416","Surfacing","B000002VT6","Alternative Rock",1997,13.24,"Solace",0.765867179723704
"417","Solace","B000002VLB","Alternative Rock",1992,11.32,"Surfacing",0.765867179723704
"418","Move to This","B000001FZH","Pop",2004,9.99,"Into the Skyline",0.765631984575504
"419","Into the Skyline","B000008EZR","Blues",1992,24.7,"Move to This",0.765631984575504
"420","Love It to Death","B000002KBB","Pop",1989,7.42,"Dirty Diamonds",0.764890886022808
"421","Dirty Diamonds","B0009QYQVO","Pop",2013,9.49,"Love It to Death",0.764890886022808
"422","Wheels Are Turnin","B00000261N","Pop",1990,8.91,"Hi Infidelity",0.764655732821516
"423","Hi Infidelity","B0000025KF","Pop",1988,12.99,"Wheels Are Turnin",0.764655732821516
"424","Rare Masters","B000001DXH","Folk",1992,27.52,"Elton John",0.764574197009349
"425","Elton John","B000001EG6","Folk",1996,7.98,"Rare Masters",0.764574197009349
"426","Elo 2","B000EHQ7VA","Pop",2006,24.99,"Balance of Power",0.764201245603125
"427","Balance of Power","B00000264E","Pop",1990,7.49,"Elo 2",0.764201245603125
"428","Diamonds on the Inside","B00008AY3L","Alternative Rock",2003,11.5,"Both Sides of the Gun",0.764190137039154
"429","Both Sides of the Gun","B000EGEKWE","Alternative Rock",2006,11.88,"Diamonds on the Inside",0.764190137039154
"430","R U Still Down","B00000055E","Blues",2011,17.36,"Me Against the World",0.764062637782705
"431","Me Against the World","B000003AEK","Rap & Hip-Hop",1995,3.99,"R U Still Down",0.764062637782705
"432","Little Earthquakes","B000002IT2","Alternative Rock",1992,9.91,"Crucify",0.7639262602223
"433","Crucify","B000002ITU","Alternative Rock",2012,13.98,"Little Earthquakes",0.7639262602223
"434","Predator","B000003B8F","Rap & Hip-Hop",1992,17.85,"Laugh Now Cry Later",0.763528065477116
"435","Laugh Now Cry Later","B000FILWFY","Rap & Hip-Hop",2006,16.93,"Predator",0.763528065477116
"436","The Best That I Could Do 1978-1988","B000001EYI","Pop",1997,18.98,"John Mellencamp",0.763497613139752
"437","John Mellencamp","B00000D9W1","Pop",1998,9.99,"The Best That I Could Do 1978-1988",0.763497613139752
"438","The End of the Innocence","B000000ORB","Folk",1989,5,"Actual Miles: Henley's Greatest Hits",0.763395091063049
"439","Actual Miles: Henley's Greatest Hits","B000000OUU","Folk",1995,10.69,"The End of the Innocence",0.763395091063049
"440","Next","B000B8QF6O","Alternative Rock",2005,16.56,"Alpha",0.763226516809676
"441","Alpha","B000MGBTIE","Alternative Rock",2007,13.83,"Next",0.763226516809676
"442","I'm Your Man","B0000026J6","Folk",1990,11.85,"Dear Heather",0.763085741826667
"443","Dear Heather","B0002MPTDO","Folk",2004,9.56,"I'm Your Man",0.763085741826667
"444","The Best of Bonnie Raitt on Capitol 1989-2003","B00008W2HY","Blues",2003,23.64,"Luck of the Draw",0.762717953590743
"445","Luck of the Draw","B000002UXM","Blues",1991,11.4,"The Best of Bonnie Raitt on Capitol 1989-2003",0.762717953590743
"446","New Skin for the Old Ceremony","B000002AZZ","Folk",1995,9.99,"I'm Your Man",0.762571099153703
